test_date,model,total_prompts,pct_allowed,pct_removed,pct_refused,pct_blocked,avg_cost
2026-01-16,anthropic/claude-3-haiku,155,41.935483870967744,58.06451612903226,0.0,0.0,0.0001022
2026-01-16,anthropic/claude-3.5-sonnet,146,65.06849315068493,34.93150684931507,0.0,0.0,0.0011316575342465755
2026-01-16,deepseek/deepseek-chat,255,45.88235294117647,54.11764705882353,0.0,0.0,2.5258823529411763e-05
2026-01-16,mistralai/mistral-large,155,36.774193548387096,63.2258064516129,0.0,0.0,0.0005162193548387097
2026-01-16,openai/gpt-4o,155,51.61290322580645,48.38709677419355,0.0,0.0,0.0010773548387096774
2026-01-16,openai/gpt-4o-mini,155,38.064516129032256,61.935483870967744,0.0,0.0,3.8664516129032255e-05
2026-01-16,qwen/qwen-2.5-72b-instruct,229,37.99126637554585,62.00873362445415,0.0,0.0,5.273799126637554e-05
2026-01-16,qwen/qwen-2.5-7b-instruct,247,22.672064777327936,76.92307692307693,0.0,0.0,7.554655870445345e-06
2026-01-17,openai/gpt-4o-mini,4,0.0,100.0,0.0,0.0,3.2e-05
2026-01-18,anthropic/claude-3-haiku,310,41.29032258064516,58.70967741935483,0.0,0.0,0.00010146129032258066
2026-01-18,anthropic/claude-3.5-haiku,155,38.70967741935484,60.64516129032258,0.0,0.0,0.00025133548387096775
2026-01-18,anthropic/claude-3.5-sonnet,294,62.925170068027214,37.07482993197279,0.0,0.0,0.0011359489795918368
2026-01-18,deepseek/deepseek-chat,310,46.774193548387096,53.2258064516129,0.0,0.0,2.4529032258064514e-05
2026-01-18,google/gemini-2.0-flash-001,155,47.74193548387097,51.61290322580645,0.6451612903225806,0.0,0.00019893548387096775
2026-01-18,google/gemini-2.0-flash-lite-001,155,32.25806451612903,67.74193548387096,0.0,0.0,2.1941935483870966e-05
2026-01-18,google/gemini-2.5-pro,155,61.935483870967744,37.41935483870968,0.0,0.0,0.006434258064516129
2026-01-18,mistralai/ministral-8b,155,42.58064516129032,57.41935483870968,0.0,0.0,6.980645161290323e-06
2026-01-18,mistralai/mistral-large,155,36.12903225806451,63.87096774193548,0.0,0.0,0.0005162967741935484
2026-01-18,mistralai/mistral-small-24b-instruct-2501,155,43.87096774193549,56.12903225806451,0.0,0.0,3.938064516129032e-05
2026-01-18,openai/gpt-4o,310,52.903225806451616,47.096774193548384,0.0,0.0,0.0010670967741935483
2026-01-18,openai/gpt-4o-mini,465,37.634408602150536,62.365591397849464,0.0,0.0,3.867311827956989e-05
2026-01-18,qwen/qwen-2.5-72b-instruct,277,42.96028880866426,57.03971119133574,0.0,0.0,5.1386281588447654e-05
2026-01-18,qwen/qwen-2.5-7b-instruct,305,25.245901639344265,73.44262295081967,0.9836065573770493,0.0,7.245901639344263e-06
2026-01-18,qwen/qwen-plus,155,37.41935483870968,62.58064516129033,0.0,0.0,4.503225806451613e-05
2026-01-19,01-ai/yi-34b-chat,155,0.0,0.0,0.0,0.0,0.0
2026-01-19,anthropic/claude-3-haiku,155,41.935483870967744,57.41935483870968,0.6451612903225806,0.0,0.0001015483870967742
2026-01-19,anthropic/claude-3.5-haiku,155,38.064516129032256,61.29032258064516,0.0,0.0,0.00025342580645161295
2026-01-19,anthropic/claude-3.5-sonnet,155,58.70967741935483,36.12903225806451,0.0,0.0,0.0010701096774193548
2026-01-19,deepseek/deepseek-chat,155,47.096774193548384,52.903225806451616,0.0,0.0,2.4954838709677418e-05
2026-01-19,google/gemini-2.0-flash-001,155,46.45161290322581,53.5483870967742,0.0,0.0,3.05741935483871e-05
2026-01-19,google/gemini-2.0-flash-lite-001,155,32.25806451612903,67.0967741935484,0.6451612903225806,0.0,2.1883870967741936e-05
2026-01-19,google/gemini-2.5-pro,155,59.354838709677416,40.64516129032258,0.0,0.0,0.006372038709677419
2026-01-19,mistralai/ministral-8b,155,40.0,60.0,0.0,0.0,7.0387096774193545e-06
2026-01-19,mistralai/mistral-large,155,36.12903225806451,63.87096774193548,0.0,0.0,0.0005171096774193548
2026-01-19,mistralai/mistral-medium,155,0.0,0.0,0.0,0.0,0.0
2026-01-19,mistralai/mistral-small-24b-instruct-2501,155,40.64516129032258,59.354838709677416,0.0,0.0,3.892258064516129e-05
2026-01-19,openai/gpt-4o,155,49.67741935483871,50.32258064516129,0.0,0.0,0.001062935483870968
2026-01-19,openai/gpt-4o-mini,155,40.0,60.0,0.0,0.0,3.9180645161290325e-05
2026-01-19,qwen/qwen-2.5-72b-instruct,155,38.064516129032256,53.5483870967742,0.0,0.0,5.070322580645161e-05
2026-01-19,qwen/qwen-2.5-7b-instruct,155,22.58064516129032,75.48387096774194,0.6451612903225806,0.0,7.1290322580645166e-06
2026-01-19,qwen/qwen-plus,155,37.41935483870968,62.58064516129033,0.0,0.0,4.543225806451613e-05
2026-01-20,01-ai/yi-34b-chat,310,0.0,0.0,0.0,0.3225806451612903,0.0
2026-01-20,anthropic/claude-3-haiku,310,42.58064516129032,57.41935483870968,0.0,0.0,0.00010023548387096774
2026-01-20,anthropic/claude-3.5-haiku,310,19.35483870967742,30.32258064516129,0.3225806451612903,0.6451612903225806,0.00012588709677419354
2026-01-20,anthropic/claude-3.5-sonnet,310,47.74193548387097,20.64516129032258,0.0,0.3225806451612903,0.0008082774193548388
2026-01-20,deepseek/deepseek-chat,310,45.806451612903224,54.19354838709678,0.0,0.0,2.440967741935484e-05
2026-01-20,google/gemini-2.0-flash-001,310,47.41935483870968,52.58064516129032,0.0,0.0,3.042903225806452e-05
2026-01-20,google/gemini-2.0-flash-lite-001,310,31.93548387096774,68.06451612903226,0.0,0.0,2.2093548387096773e-05
2026-01-20,google/gemini-2.5-pro,310,31.61290322580645,18.387096774193548,0.0,0.6451612903225806,0.0032924483870967742
2026-01-20,mistralai/ministral-8b,310,41.612903225806456,58.387096774193544,0.0,0.0,6.9967741935483864e-06
2026-01-20,mistralai/mistral-large,310,18.064516129032256,31.93548387096774,0.0,0.3225806451612903,0.0002572774193548387
2026-01-20,mistralai/mistral-medium,310,0.0,0.0,0.0,0.6451612903225806,0.0
2026-01-20,mistralai/mistral-small-24b-instruct-2501,310,41.612903225806456,58.387096774193544,0.0,0.0,3.924193548387097e-05
2026-01-20,openai/gpt-4o,310,50.967741935483865,49.03225806451613,0.0,0.0,0.0010782258064516129
2026-01-20,openai/gpt-4o-mini,310,38.387096774193544,61.61290322580645,0.0,0.0,3.877741935483871e-05
2026-01-20,qwen/qwen-2.5-72b-instruct,310,36.774193548387096,50.32258064516129,0.0,0.0,5.032903225806452e-05
2026-01-20,qwen/qwen-2.5-7b-instruct,310,23.548387096774192,71.93548387096774,1.6129032258064515,0.0,7.1870967741935484e-06
2026-01-20,qwen/qwen-plus,310,37.096774193548384,62.903225806451616,0.0,0.0,4.530322580645161e-05
2026-01-21,01-ai/yi-34b-chat,307,0.0,0.0,0.0,0.6514657980456027,0.0
2026-01-21,anthropic/claude-3-haiku,766,42.68929503916449,57.04960835509139,0.26109660574412535,0.0,0.00010085900783289818
2026-01-21,anthropic/claude-3.5-haiku,307,37.785016286644954,59.60912052117264,1.3029315960912053,0.0,0.00025420195439739414
2026-01-21,anthropic/claude-3.5-sonnet,307,62.866449511400646,31.921824104234524,0.0,0.0,0.0010626547231270358
2026-01-21,deepseek/deepseek-chat,307,46.25407166123778,53.74592833876222,0.0,0.0,2.4615635179153097e-05
2026-01-21,google/gemini-2.0-flash-001,306,47.385620915032675,52.614379084967325,0.0,0.0,3.0411764705882354e-05
2026-01-21,google/gemini-2.0-flash-lite-001,766,32.24543080939948,67.75456919060052,0.0,0.0,2.200522193211488e-05
2026-01-21,google/gemini-2.5-pro,155,61.935483870967744,37.41935483870968,0.0,0.0,0.006463729032258065
2026-01-21,mistralai/ministral-8b,766,40.07832898172324,59.92167101827677,0.0,0.0,7.0613577023498694e-06
2026-01-21,mistralai/mistral-large,307,36.807817589576544,63.19218241042345,0.0,0.0,0.0005161172638436482
2026-01-21,mistralai/mistral-medium,307,0.0,0.0,0.0,0.6514657980456027,0.0
2026-01-21,mistralai/mistral-small-24b-instruct-2501,307,43.97394136807817,56.02605863192183,0.0,0.0,3.9185667752443e-05
2026-01-21,openai/gpt-4o,307,50.1628664495114,49.8371335504886,0.0,0.0,0.0010753745928338762
2026-01-21,openai/gpt-4o-mini,766,36.81462140992167,63.18537859007834,0.0,0.0,3.8748041775456916e-05
2026-01-21,qwen/qwen-2.5-72b-instruct,307,38.762214983713356,52.76872964169381,0.0,0.0,5.079804560260586e-05
2026-01-21,qwen/qwen-2.5-7b-instruct,766,25.718015665796344,68.40731070496084,1.95822454308094,0.0,7.1879895561357695e-06
2026-01-21,qwen/qwen-plus,307,36.807817589576544,63.19218241042345,0.0,0.0,4.52084690553746e-05
2026-01-23,anthropic/claude-3-haiku,5725,2.3755458515283845,93.29257641921397,0.13973799126637554,0.0,8.71671615720524e-05
2026-01-23,google/gemini-2.0-flash-lite-001,5725,4.506550218340611,90.62008733624454,0.2096069868995633,0.0,2.1208034934497817e-05
2026-01-23,mistralai/ministral-8b,5725,8.820960698689955,87.77292576419214,0.0,0.0,6.490131004366813e-06
2026-01-23,openai/gpt-4o-mini,5725,5.816593886462882,90.77729257641921,0.0,0.0,3.641117903930131e-05
2026-01-23,qwen/qwen-2.5-7b-instruct,5725,2.0087336244541487,92.5589519650655,0.3668122270742358,0.0,6.531353711790394e-06
2026-01-24,01-ai/yi-34b-chat,1830,0.0,0.0,0.0,0.49180327868852464,0.0
2026-01-24,anthropic/claude-3.5-haiku,1830,5.51912568306011,94.31693989071039,0.0546448087431694,0.0,0.0002360754098360656
